X,Y,Z,formation
14667359.48,4524889.36,-6389.55,fracture
14666182.92,4524908.87,-6381.61,fracture
14667289.17,4524915.9,-6371.97,fracture
14666752.42,4524938,-6392.94,fracture
14666342.73,4525039.78,-6363.42,fracture
14666392.11,4525167.66,-6345.29,fracture
14668235.79,4521069.76,-6428.29,fracture
14668108.33,4521097.45,-6432.1,fracture
14668164.74,4521099.23,-6425.07,fracture
14668088.02,4521165.13,-6422.91,fracture
14668044.11,4521207.57,-6425.68,fracture
14668320.36,4521234.74,-6431.17,fracture
14667894.17,4521239.34,-6436.83,fracture
14667843.37,4521270.57,-6431.87,fracture
14669564.21,4521273.24,-6435.9,fracture
14667635.25,4521304.11,-6428.59,fracture
14668114.15,4521349.32,-6435.68,fracture
14668033.7,4521381.8,-6440.98,fracture
14667461.21,4521396.1,-6436.96,fracture
14668345.92,4521388.63,-6438.43,fracture
14667423.92,4521410.23,-6417.31,fracture
14667400.99,4521430.64,-6422.11,fracture
14667772.13,4521443.38,-6445.71,fracture
14667122.49,4521477.26,-6403.04,fracture
14669440.89,4521481.53,-6413.48,fracture
14667336.33,4521498.42,-6412.82,fracture
14667216.46,4521511.78,-6419.84,fracture
14666928.62,4521500.86,-6402.03,fracture
14666931.5,4521506.58,-6402.3,fracture
14667166.29,4521562.47,-6404.29,fracture
14668152.35,4521558.97,-6428.21,fracture
14666798.42,4521558.33,-6407.23,fracture
14667468.26,4521576.81,-6419.17,fracture
14668293.12,4521611.19,-6427.51,fracture
14667776.9,4521622.84,-6420.6,fracture
14667856.66,4521628.52,-6440.07,fracture
14666685.82,4521640.84,-6432.13,fracture
14667212.13,4521657.86,-6414.52,fracture
14667318.17,4521656.78,-6412.63,fracture
14669813.07,4521648.61,-6416.22,fracture
14667997.11,4521658.59,-6434.34,fracture
14667220.51,4521680.21,-6396.82,fracture
14666999.13,4521674.06,-6414.42,fracture
14668606.67,4521696.07,-6427.64,fracture
14666389.42,4521702.54,-6422.78,fracture
14668417.23,4521707.18,-6406.36,fracture
14666304.8,4521741.14,-6444.28,fracture
14666476.11,4521738.18,-6427.77,fracture
14666200.39,4521770.68,-6416.58,fracture
14667256.05,4521775.56,-6391.37,fracture
14666906.7,4521777.36,-6403.36,fracture
14667450.97,4521840.24,-6394.56,fracture
14667539.3,4521840.64,-6402.77,fracture
14667713.57,4521834.16,-6428.54,fracture
14668065.76,4521838.75,-6440,fracture
14667442.39,4521843.55,-6412.4,fracture
14665926.87,4521886.09,-6442.68,fracture
14666127.05,4521893.25,-6439.09,fracture
14666482.88,4521892.51,-6411.66,fracture
14668062.23,4521925.57,-6437.57,fracture
14669825.84,4521929.08,-6402.35,fracture
14666963.86,4521926.9,-6387.58,fracture
14667986.98,4521940.66,-6408.34,fracture
14667065.5,4521944.62,-6402.54,fracture
14667399.02,4521974.05,-6411.31,fracture
14666970.95,4521957.67,-6377.01,fracture
14667295.93,4521981.47,-6412.35,fracture
14669849.27,4521974.71,-6407.62,fracture
14666716.17,4521967.48,-6417.84,fracture
14667415.23,4522012.9,-6392.46,fracture
14666952.7,4521997.68,-6387.53,fracture
14668665.97,4522018.01,-6430.96,fracture
14667518.35,4522035.76,-6413.09,fracture
14668536.77,4522037.94,-6403.86,fracture
14666979.52,4522026.14,-6378.73,fracture
14667743.33,4522042.41,-6433.8,fracture
14666655.96,4522037.97,-6428.38,fracture
14668150.75,4522050.22,-6427.62,fracture
14666830.64,4522054.23,-6398.09,fracture
14667059.8,4522048.92,-6381.18,fracture
14667758.95,4522062.51,-6437.15,fracture
14668426.72,4522061.44,-6418.52,fracture
14668451.71,4522064.58,-6418.07,fracture
14667382.52,4522080.24,-6400.68,fracture
14667524.23,4522075.62,-6399.83,fracture
14667109.06,4522068.94,-6410.7,fracture
14667117.14,4522089.33,-6385.79,fracture
14668180.9,4522107,-6440.89,fracture
14666813.25,4522105.54,-6393.52,fracture
14667396.27,4522136.94,-6410.7,fracture
14668438.64,4522122.63,-6436.02,fracture
14666498.38,4522126.85,-6432.76,fracture
14667727.7,4522145.41,-6419.06,fracture
14669659.32,4522137.7,-6434.37,fracture
14669897.63,4522142.76,-6412.93,fracture
14667777.99,4522152.24,-6429.3,fracture
14669680.71,4522148.12,-6423.67,fracture
14669858.83,4522148.52,-6408.17,fracture
14667510.48,4522168.41,-6399.11,fracture
14667975.81,4522167.77,-6426.13,fracture
14666624.75,4522160.2,-6409.51,fracture
14668215.66,4522177.5,-6437.77,fracture
14667945.21,4522181.73,-6433.08,fracture
14668108.28,4522191.09,-6423.43,fracture
14666273.57,4522213.41,-6432.22,fracture
14666814.29,4522211.45,-6405.54,fracture
14667151.49,4522209.61,-6405.29,fracture
14666859.27,4522225.31,-6419.25,fracture
14667657.02,4522239.44,-6403.07,fracture
14667192.94,4522228.07,-6385.75,fracture
14665914.95,4522255.46,-6432.2,fracture
14667703.54,4522266.93,-6421.13,fracture
14667458.45,4522282.51,-6397.8,fracture
14669747.72,4522272.26,-6401.31,fracture
14666066.85,4522272.09,-6421.22,fracture
14669111.53,4522313.74,-6409.57,fracture
14668136.7,4522336.16,-6416.78,fracture
14667669.23,4522372.36,-6404.04,fracture
14667874.14,4522362.03,-6436.82,fracture
14668096.1,4522361.82,-6415.39,fracture
14668689.68,4522360.09,-6419.39,fracture
14666834.77,4522365.69,-6420.95,fracture
14667987.9,4522388.94,-6426.04,fracture
14667538,4522401.97,-6430.57,fracture
14668754.18,4522394.96,-6420.61,fracture
14665109.54,4522391.64,-6422.19,fracture
14666992.22,4522385.13,-6414.16,fracture
14667234.49,4522380.06,-6415.96,fracture
14667221.65,4522395,-6409.45,fracture
14669232.31,4522423,-6425.44,fracture
14667782.11,4522439.22,-6424.09,fracture
14666763.59,4522426.81,-6407.05,fracture
14668068.87,4522447.22,-6422.72,fracture
14667242.76,4522430.41,-6422.05,fracture
14667744,4522458.95,-6415.13,fracture
14669020.43,4522450.67,-6424.1,fracture
14669580.62,4522456.75,-6403.65,fracture
14667128.65,4522443.82,-6415.41,fracture
14667262.73,4522467.46,-6404.08,fracture
14665025.09,4522478.91,-6415.35,fracture
14667563.12,4522503.99,-6419.52,fracture
14665201.97,4522503.08,-6408.57,fracture
14666989.18,4522495.69,-6401.95,fracture
14669347.85,4522519.51,-6412.86,fracture
14665427.5,4522525.88,-6419.8,fracture
14666897.96,4522527.72,-6428.59,fracture
14667396.23,4522532.82,-6431.14,fracture
14667935.09,4522546.8,-6402.34,fracture
14667339.69,4522545.22,-6404.8,fracture
14666249.21,4522581.6,-6436.86,fracture
14666462.87,4522590.42,-6419.51,fracture
14667716.35,4522611.43,-6434.17,fracture
14668025.22,4522607.86,-6422.55,fracture
14666199.18,4522605.4,-6439.5,fracture
14667162,4522598.15,-6402.71,fracture
14668190.91,4522616.56,-6424.86,fracture
14666586.53,4522612.24,-6452.54,fracture
14669491.24,4522624.05,-6431.99,fracture
14666258.68,4522627.16,-6438.22,fracture
14666350.21,4522622.37,-6446.08,fracture
14667675.37,4522638.02,-6408.1,fracture
14669773.54,4522631.57,-6404.58,fracture
14666327.85,4522639.67,-6432.4,fracture
14667836.41,4522652.46,-6406.18,fracture
14667221.37,4522648.27,-6404.38,fracture
14668235.25,4522663.64,-6404.32,fracture
14668265.54,4522662.06,-6405.59,fracture
14667667.58,4522702.74,-6420.97,fracture
14667897.53,4522706.67,-6406.15,fracture
14666494.88,4522701.24,-6430.46,fracture
14668307.76,4522749.84,-6417.56,fracture
14668353.23,4522750.09,-6433.29,fracture
14670233.5,4522740.4,-6427.79,fracture
14666678.08,4522745.6,-6433.89,fracture
14667755.15,4522765.84,-6415.63,fracture
14665514.65,4522775.46,-6411.13,fracture
14666485.56,4522776.62,-6421.05,fracture
14668113.9,4522797.47,-6418.88,fracture
14667309.16,4522785.84,-6395.73,fracture
14667724.88,4522810.83,-6411.22,fracture
14668299.74,4522800.72,-6422.83,fracture
14666934.11,4522803.4,-6421.78,fracture
14668557.56,4522825.14,-6418.12,fracture
14667258.91,4522819.24,-6414.02,fracture
14667424.34,4522814.9,-6421.4,fracture
14669767.42,4522838.84,-6406.3,fracture
14666953.44,4522850.85,-6429.89,fracture
14667192.15,4522847.59,-6406.39,fracture
14667665.5,4522873.05,-6396.36,fracture
14670227.11,4522864.6,-6439.79,fracture
14666324.21,4522859.29,-6414.43,fracture
14666371.67,4522865.97,-6425.93,fracture
14667364.36,4522855.9,-6391.94,fracture
14668445.7,4522878.95,-6410.37,fracture
14667849.87,4522886.52,-6403.35,fracture
14667219.65,4522879.24,-6417.38,fracture
14667796.68,4522900.1,-6397.08,fracture
14667369.87,4522881.69,-6413.99,fracture
14667837.6,4522905.14,-6415.42,fracture
14665878.22,4522916.87,-6413.35,fracture
14666683.17,4522912.85,-6431.9,fracture
14668139.36,4522926.44,-6425.56,fracture
14668547.82,4522942.17,-6411.29,fracture
14666539.75,4522943.04,-6415.18,fracture
14667773.45,4522970.23,-6420.52,fracture
14666639.27,4522962.6,-6433.59,fracture
14668032.25,4522978.45,-6409.23,fracture
14667830.44,4522991.2,-6419.9,fracture
14667470.18,4522975.26,-6397.33,fracture
14667771.8,4522997,-6423.1,fracture
14666752.83,4522990.08,-6395.25,fracture
14667171.73,4522985.43,-6426.25,fracture
14667844.76,4523025.03,-6420.07,fracture
14670464.39,4523008.23,-6441.1,fracture
14667255.84,4523014.45,-6414.35,fracture
14666572.11,4523034.37,-6415.19,fracture
14667857.89,4523054.75,-6400.19,fracture
14667548.63,4523048.21,-6396.89,fracture
14668233.01,4523067.51,-6402.42,fracture
14668612.48,4523071.39,-6422.7,fracture
14667925.24,4523122.22,-6405.09,fracture
14667024.51,4523119.67,-6408.31,fracture
14668814.23,4523138.3,-6425.7,fracture
14669055.84,4523157.51,-6418.83,fracture
14666674.4,4523160.44,-6392.99,fracture
14667115.95,4523156.18,-6422.78,fracture
14667246.01,4523163.04,-6389.43,fracture
14666052.41,4523171.85,-6398.34,fracture
14666943.89,4523166.57,-6419.9,fracture
14667868.65,4523194.77,-6393.32,fracture
14667577.24,4523175.51,-6400.9,fracture
14668853.89,4523207.16,-6417.16,fracture
14666794.57,4523202.77,-6404.81,fracture
14666878.9,4523208.4,-6387.46,fracture
14667626.13,4523205.7,-6425.62,fracture
14667984.54,4523228.13,-6408.11,fracture
14668492.99,4523225.35,-6415.5,fracture
14667237.42,4523219.68,-6416.47,fracture
14667352.3,4523212.96,-6411.88,fracture
14667591.91,4523215.94,-6392.64,fracture
14667933.45,4523244.95,-6397.82,fracture
14667884.05,4523247.68,-6420.36,fracture
14670455.27,4523241.95,-6433.73,fracture
14666852.9,4523244,-6415.8,fracture
14667370.16,4523236.24,-6395.69,fracture
14667861.31,4523269.93,-6403.59,fracture
14666340.07,4523266.23,-6400.99,fracture
14666776.84,4523263.86,-6381.15,fracture
14666935.2,4523262.92,-6404.71,fracture
14667838.73,4523286.08,-6393.23,fracture
14667898.56,4523307.4,-6396.25,fracture
14667415.98,4523286.98,-6418.78,fracture
14667504.69,4523285.54,-6423.86,fracture
14669074,4523305.3,-6407.73,fracture
14666640.53,4523299.93,-6387.92,fracture
14668328.82,4523313.27,-6407.58,fracture
14668415.92,4523312.24,-6430.92,fracture
14668744.73,4523314.11,-6411.19,fracture
14669958.74,4523311.01,-6420.39,fracture
14667871.74,4523335.16,-6392.34,fracture
14667884.41,4523329.02,-6392.73,fracture
14667920.76,4523335.38,-6396.44,fracture
14669056.48,4523327.39,-6422.53,fracture
14669981.65,4523320.48,-6441.43,fracture
14668832.57,4523335.95,-6406.6,fracture
14669590.03,4523330.56,-6405.99,fracture
14666610.72,4523353.97,-6400.18,fracture
14668039.15,4523369.76,-6400.09,fracture
14667831.3,4523372.5,-6396.69,fracture
14668549.02,4523375.21,-6426.48,fracture
14668925.16,4523374.46,-6409.65,fracture
14667267.22,4523371.83,-6415.86,fracture
14667925.54,4523389.82,-6426.48,fracture
14668109.99,4523390.98,-6407.91,fracture
14665421.05,4523394.29,-6417.26,fracture
14667638.88,4523378.1,-6419.39,fracture
14668171.99,4523401.77,-6405.65,fracture
14669744.52,4523407.46,-6406.42,fracture
14667928.58,4523441.61,-6401.84,fracture
14667953.53,4523460.32,-6425.73,fracture
14666162.12,4523462.48,-6382.82,fracture
14668138.38,4523475.71,-6420.76,fracture
14668250.66,4523478.22,-6411.52,fracture
14667305.78,4523482.53,-6406.45,fracture
14668176.81,4523508.96,-6408.35,fracture
14668319.28,4523509.31,-6433.15,fracture
14670074.18,4523505.88,-6439.4,fracture
14668047.99,4523525.76,-6426.79,fracture
14666578.39,4523512.47,-6379.27,fracture
14666437.55,4523519.14,-6413.63,fracture
14666582.28,4523527.35,-6379.28,fracture
14667641.98,4523523.9,-6419.23,fracture
14668123.11,4523549.77,-6401.76,fracture
14667521.98,4523533.25,-6406.1,fracture
14668571.09,4523552.83,-6414.5,fracture
14666905.89,4523567.63,-6393.55,fracture
14666766.88,4523576.87,-6388.3,fracture
14667689.1,4523583.22,-6413.49,fracture
14668365.98,4523602.02,-6403.91,fracture
14667334.96,4523600.16,-6417.89,fracture
14668436.51,4523616.05,-6404.1,fracture
14666823.37,4523608.63,-6401.42,fracture
14667706.08,4523623.66,-6414.44,fracture
14668124.95,4523652.73,-6408.36,fracture
14666609.91,4523642.42,-6385.93,fracture
14667424.13,4523638.18,-6423.29,fracture
14670780.7,4523645.8,-6407,fracture
14666369.09,4523654.98,-6409.22,fracture
14667740.93,4523645.51,-6412.44,fracture
14668683.68,4523666.49,-6399.72,fracture
14668659.06,4523689.51,-6429.17,fracture
14668044.09,4523697.58,-6405.81,fracture
14668575.09,4523697.02,-6406.22,fracture
14667554.47,4523682.81,-6388.14,fracture
14666904.24,4523712.75,-6387.4,fracture
14667868.98,4523699.99,-6419.44,fracture
14667745.1,4523711.86,-6413.72,fracture
14668095.48,4523743.66,-6425.82,fracture
14670249.99,4523731.34,-6421.02,fracture
14667671.11,4523739.06,-6415.55,fracture
14668318.36,4523754.27,-6404.86,fracture
14668821.64,4523752.86,-6425.47,fracture
14670639.76,4523747.39,-6411,fracture
14666980.69,4523764.83,-6397.54,fracture
14667264.55,4523762.42,-6407.86,fracture
14668318.05,4523785.07,-6428.79,fracture
14668411.62,4523782.76,-6428.58,fracture
14669124.66,4523780.87,-6413.74,fracture
14668115.58,4523803.2,-6391.36,fracture
14668246.85,4523798.53,-6416.24,fracture
14668343.84,4523792.7,-6403.75,fracture
14667701.06,4523781.04,-6410.35,fracture
14668317.05,4523825.18,-6423.59,fracture
14668729.64,4523828.64,-6404.85,fracture
14668755.38,4523830.58,-6394.52,fracture
14669245.85,4523823.89,-6410.11,fracture
14666175.4,4523819.67,-6414.24,fracture
14667560.48,4523817.59,-6413.41,fracture
14668230.79,4523843.2,-6399.84,fracture
14667885.57,4523826.25,-6410.11,fracture
14669775.67,4523838.26,-6412.92,fracture
14665516.56,4523841.81,-6401.49,fracture
14666181.91,4523841.65,-6394.25,fracture
14666722.67,4523844.96,-6394.37,fracture
14667762.91,4523836.6,-6400.95,fracture
14669029.28,4523854.75,-6392.93,fracture
14667393.27,4523855,-6401.13,fracture
14668564.73,4523876.63,-6412.39,fracture
14668604.28,4523872.56,-6429.58,fracture
14669210.04,4523888.49,-6403.63,fracture
14668582.34,4523898.05,-6407.89,fracture
14669710.29,4523893.62,-6417.86,fracture
14666367.15,4523892.01,-6396.72,fracture
14669236.79,4523908.17,-6398.57,fracture
14669972.24,4523900.69,-6416.5,fracture
14667900.32,4523896.87,-6400.37,fracture
14669173.95,4523928.82,-6427.29,fracture
14669183.8,4523926.12,-6419.78,fracture
14667396.94,4523917.3,-6410.93,fracture
14667786.14,4523910.82,-6387.94,fracture
14668375.04,4523943.65,-6395.98,fracture
14669566.18,4523948.03,-6410.17,fracture
14668884.74,4523958.38,-6425.41,fracture
14667507.76,4523961.86,-6393.9,fracture
14667772.16,4523951.89,-6413.63,fracture
14668922.68,4523980.39,-6391.84,fracture
14666805.78,4523970.58,-6424.58,fracture
14667723.35,4523962.69,-6422.92,fracture
14667583.37,4523978.36,-6416.32,fracture
14667925.18,4523968.74,-6408.99,fracture
14668010.61,4523971.25,-6414.69,fracture
14668687.7,4524000.25,-6420.86,fracture
14668954.29,4524007.67,-6422.34,fracture
14669784.26,4524005.63,-6409.39,fracture
14667906.72,4523993.5,-6399.52,fracture
14668263.25,4524036.55,-6419.63,fracture
14667027.68,4524020.9,-6398.12,fracture
14667983.35,4524008.58,-6406.17,fracture
14668630.16,4524034.29,-6420.98,fracture
14668324.6,4524051.11,-6412.41,fracture
14668346.86,4524060.92,-6431.96,fracture
14667769.89,4524042.35,-6424.45,fracture
14667749.63,4524060.5,-6391.79,fracture
14668737.45,4524085.87,-6429.86,fracture
14667585.48,4524076.02,-6413.79,fracture
14667662.79,4524075.12,-6390.11,fracture
14668884.55,4524092.07,-6418.98,fracture
14667380.73,4524101.34,-6409.96,fracture
14668477.26,4524114.61,-6405.52,fracture
14667814.16,4524121.88,-6413.9,fracture
14668453.57,4524155.34,-6403.86,fracture
14668077.81,4524167.24,-6409.81,fracture
14668320.92,4524187.85,-6412.84,fracture
14669201.39,4524188.1,-6409.54,fracture
14667339.87,4524191.16,-6394.7,fracture
14667757.4,4524195.31,-6414.84,fracture
14668528.99,4524229.85,-6432.99,fracture
14667344,4524219.32,-6425.88,fracture
14668051.94,4524214.36,-6412.4,fracture
14668425.62,4524240.07,-6417.7,fracture
14667740.01,4524247.28,-6414.18,fracture
14667486.83,4524263.72,-6394.71,fracture
14668544.05,4524280.57,-6413.12,fracture
14666405.13,4524276.4,-6423.83,fracture
14667000.97,4524268.06,-6424.15,fracture
14668764.97,4524292.66,-6404.61,fracture
14667616.31,4524291.12,-6403.45,fracture
14668940.33,4524302.35,-6405.17,fracture
14667304.57,4524310.43,-6416.91,fracture
14667787.19,4524305.25,-6405.97,fracture
14668168.32,4524327.23,-6428.68,fracture
14668613.36,4524349.77,-6403.44,fracture
14667388.32,4524341.58,-6409.87,fracture
14668027.11,4524339.02,-6433.97,fracture
14667885.27,4524348.9,-6403.22,fracture
14668399.08,4524382.37,-6429.63,fracture
14667419.02,4524372.87,-6413.41,fracture
14668103.27,4524360.07,-6429.27,fracture
14667046.06,4524394.94,-6400.66,fracture
14668223.05,4524387.84,-6415.97,fracture
14668516.25,4524411.75,-6404.82,fracture
14667648.04,4524399.41,-6389.94,fracture
14668855.87,4524407.59,-6400.95,fracture
14668558.6,4524428.97,-6413.25,fracture
14666913.36,4524463.15,-6432.09,fracture
14667151.03,4524456.6,-6413.71,fracture
14668434.79,4524477.79,-6419.21,fracture
14668276.31,4524465.77,-6408.83,fracture
14668455.27,4524490.61,-6425.41,fracture
14666131.39,4524495.59,-6406.53,fracture
14668646.5,4524494.09,-6409.97,fracture
14667377.8,4524507.19,-6391.3,fracture
14668280.21,4524560.75,-6434.6,fracture
14667102.65,4524602.45,-6407.82,fracture
14667542.06,4524680.95,-6403.79,fracture
14666600.65,4524708.92,-6426.9,fracture
14668033.7,4524700.42,-6398.4,fracture
14665956.11,4524739.74,-6406.75,fracture
14667976.32,4524715.97,-6416.74,fracture
14666362.01,4524767.23,-6407.69,fracture
14666351.48,4524779.37,-6408.62,fracture
14667605.04,4524782.8,-6423.85,fracture
14667541.2,4524795.46,-6421.21,fracture
14667384.58,4524806.14,-6418.63,fracture
14667557.85,4524851.56,-6405.92,fracture
14666136.35,4524893.64,-6414.27,fracture
14666564.57,4524901.81,-6430.1,fracture
14665990.8,4524925.87,-6419.94,fracture
14666158.11,4525129.29,-6403.24,fracture
14669272.13,4520835.88,-6479.9,fracture
14669658.09,4520861.26,-6471.71,fracture
14669147.92,4520914.08,-6468.74,fracture
14669497.57,4520983,-6470.14,fracture
14668202.92,4521067.26,-6463.58,fracture
14669324.46,4521110.64,-6478.24,fracture
14667987.29,4521186.15,-6465.36,fracture
14669217.11,4521179.53,-6486.78,fracture
14668766.59,4521217.02,-6460.79,fracture
14667543.96,4521263.33,-6453.93,fracture
14669064.87,4521246.22,-6451.14,fracture
14667491.94,4521299.73,-6478.65,fracture
14667442.37,4521318.81,-6482.07,fracture
14668144.15,4521313.07,-6477.78,fracture
14669317.58,4521330.55,-6467.28,fracture
14669759.03,4521338.23,-6449.3,fracture
14667718.9,4521354.17,-6456.42,fracture
14667344.54,4521371.96,-6452.2,fracture
14667350.13,4521417.05,-6444.8,fracture
14667457.92,4521411.3,-6446.97,fracture
14667326.73,4521432.46,-6473.13,fracture
14667290.46,4521463.86,-6441.84,fracture
14667889.86,4521487.01,-6488.34,fracture
14667514.29,4521519.27,-6448.63,fracture
14668241.77,4521521.19,-6471.95,fracture
14669926.22,4521539.83,-6456.93,fracture
14666912.12,4521543.01,-6446.62,fracture
14667361.74,4521564.99,-6444.71,fracture
14667345.46,4521630.45,-6453.58,fracture
14667869.05,4521622.99,-6484.36,fracture
14669181.71,4521627.46,-6451.36,fracture
14666596.89,4521633.26,-6463.61,fracture
14667226.19,4521674.82,-6439.1,fracture
14667292.28,4521682.56,-6435,fracture
14666671.72,4521671.3,-6441.7,fracture
14666472.89,4521695.85,-6461.5,fracture
14667607.66,4521715.24,-6466.94,fracture
14666877.2,4521713.49,-6423.39,fracture
14667246.4,4521754.92,-6432.14,fracture
14668762.84,4521743.23,-6447.79,fracture
14666193.75,4521772.73,-6466.75,fracture
14667404.13,4521770.61,-6432,fracture
14668125.91,4521768.13,-6458.24,fracture
14667400.92,4521789.67,-6446.97,fracture
14667021.49,4521780.21,-6453.63,fracture
14667216.58,4521799.75,-6442.51,fracture
14666364.94,4521792.72,-6458.25,fracture
14667004.31,4521780.42,-6427.43,fracture
14667869.56,4521810.1,-6478.61,fracture
14668094.38,4521814.81,-6471.67,fracture
14669457.99,4521812.05,-6446.26,fracture
14668051.59,4521820.4,-6473,fracture
14668378.71,4521822.72,-6481.09,fracture
14666648.38,4521816.09,-6448.3,fracture
14667630.68,4521832.49,-6465.78,fracture
14666149.94,4521848.71,-6464.59,fracture
14666410.28,4521857.16,-6474.76,fracture
14667464.96,4521891.77,-6448.87,fracture
14666815.04,4521876.2,-6435.77,fracture
14666724.87,4521906.08,-6465.22,fracture
14666738.04,4521906.55,-6460.96,fracture
14667761.38,4521930.29,-6459.04,fracture
14667592.67,4521940.81,-6446.93,fracture
14667312.99,4521981.36,-6446.76,fracture
14668601.04,4521969.01,-6465.79,fracture
14669621.34,4521966.06,-6472.21,fracture
14666855.09,4521977.81,-6436.53,fracture
14666361.95,4522003.35,-6464.36,fracture
14667079.83,4521996.96,-6445.51,fracture
14666808.19,4522011.73,-6453.88,fracture
14668946.2,4522033.39,-6464.48,fracture
14667002.35,4522025.41,-6426.7,fracture
14666704.56,4522044.58,-6455.65,fracture
14666146.26,4522055.5,-6467.64,fracture
14666585.92,4522049.11,-6445.07,fracture
14667181.65,4522046.19,-6432.97,fracture
14668251.03,4522069.7,-6474.25,fracture
14668073.12,4522083.71,-6476.34,fracture
14668132.57,4522087.94,-6445.2,fracture
14666578.97,4522083.88,-6463.84,fracture
14667387.64,4522118.56,-6427.27,fracture
14668461.86,4522109.43,-6439.75,fracture
14667560.85,4522131.09,-6470.24,fracture
14667954.24,4522141.11,-6473.77,fracture
14665172.57,4522171.71,-6454.84,fracture
14666200.56,4522154.77,-6484.43,fracture
14666513.58,4522152.97,-6463.88,fracture
14666887.06,4522151.28,-6432.85,fracture
14666065.18,4522159.33,-6476.4,fracture
14667492.7,4522177.49,-6435.36,fracture
14670135.56,4522170.15,-6450.66,fracture
14670078.66,4522176.26,-6442.4,fracture
14666110.43,4522192,-6480.31,fracture
14666917.09,4522189.37,-6427.98,fracture
14667254.66,4522190.21,-6443.69,fracture
14668179.84,4522204.93,-6473.83,fracture
14667387.15,4522228.26,-6443.9,fracture
14668370.33,4522221.32,-6471.31,fracture
14669012.82,4522218.98,-6443.15,fracture
14666592.29,4522226.07,-6476.66,fracture
14667650.2,4522256.42,-6460.03,fracture
14668173.58,4522255.5,-6459.13,fracture
14667434.87,4522285.02,-6470.37,fracture
14667359.87,4522289.72,-6465.35,fracture
14666767.89,4522282.29,-6437.67,fracture
14666861.45,4522275.99,-6456,fracture
14666409.74,4522289.23,-6476.97,fracture
14666443.24,4522296.71,-6476.32,fracture
14667750.01,4522319.69,-6452.17,fracture
14668501.95,4522323.79,-6465.97,fracture
14668531.91,4522322.77,-6436.52,fracture
14666835.78,4522344.53,-6459.9,fracture
14666818.34,4522353.6,-6471.23,fracture
14667636.11,4522386.56,-6464.74,fracture
14669013.88,4522382.52,-6448.95,fracture
14667111.64,4522377.96,-6456.16,fracture
14668537.33,4522393.34,-6468.94,fracture
14666302.51,4522388.04,-6463.67,fracture
14667483.25,4522409.93,-6435.88,fracture
14666112.97,4522400.78,-6468.25,fracture
14667460.73,4522428.51,-6439.59,fracture
14667995.77,4522427.56,-6460.66,fracture
14668794.11,4522428.74,-6436.82,fracture
14667276.95,4522411.33,-6453.99,fracture
14668109.9,4522443.08,-6456.21,fracture
14666157.79,4522445.3,-6460.11,fracture
14666437.37,4522447.06,-6473.64,fracture
14667646.17,4522475.56,-6464.58,fracture
14667085.91,4522472.11,-6432.06,fracture
14666951.67,4522488.14,-6466.23,fracture
14669425.17,4522500.16,-6459.89,fracture
14667128.95,4522493.59,-6451.43,fracture
14665894.65,4522521.07,-6485.35,fracture
14666954.45,4522533.62,-6461.96,fracture
14667582.71,4522582.99,-6457.72,fracture
14668713.47,4522579.91,-6453.97,fracture
14666206.78,4522586.87,-6458.87,fracture
14667355.1,4522575.56,-6466.04,fracture
14667819.77,4522595.97,-6461.73,fracture
14668458.88,4522592.85,-6446.63,fracture
14668560.52,4522595.78,-6444.68,fracture
14670135.57,4522589.23,-6470.21,fracture
14667703.27,4522613.72,-6468.28,fracture
14668184.12,4522618.19,-6463.39,fracture
14669178.11,4522613.14,-6461.13,fracture
14666876.56,4522608.86,-6448.21,fracture
14667122.19,4522642.4,-6462.63,fracture
14667676.32,4522660.47,-6438.27,fracture
14666638.77,4522652.76,-6490.84,fracture
14667075.23,4522655.41,-6469.1,fracture
14667851.12,4522678.7,-6446.18,fracture
14666521.5,4522672.56,-6472.69,fracture
14667616.26,4522692.89,-6449.76,fracture
14667572.46,4522700.22,-6454.82,fracture
14665794.39,4522694.55,-6470.18,fracture
14666603.92,4522688.97,-6461.93,fracture
14666897.32,4522690.48,-6468.11,fracture
14668995.84,4522714.98,-6461.01,fracture
14670442.33,4522709.38,-6458.51,fracture
14666596.88,4522712.15,-6490.1,fracture
14667252.43,4522718.56,-6463.96,fracture
14669391.67,4522736.94,-6462.87,fracture
14666984.54,4522734.04,-6461.59,fracture
14668019.73,4522770.35,-6466.21,fracture
14666246.6,4522762.6,-6484.12,fracture
14668196.17,4522781.07,-6442.73,fracture
14668718.19,4522778.87,-6463.09,fracture
14668037.22,4522785.55,-6458.68,fracture
14667793.63,4522802.62,-6473.34,fracture
14667897.43,4522799.25,-6445.1,fracture
14666886.36,4522802.38,-6456.23,fracture
14668320.7,4522826.84,-6444.94,fracture
14667192.98,4522838.33,-6440.17,fracture
14667758.28,4522870.86,-6460.82,fracture
14668654.91,4522862.52,-6464.99,fracture
14666822.26,4522857.19,-6446.94,fracture
14666971.4,4522859.16,-6461.65,fracture
14667133.45,4522855.7,-6432.47,fracture
14666356.8,4522872.9,-6446.76,fracture
14667203.03,4522884.61,-6443.75,fracture
14667928.63,4522909.36,-6463.9,fracture
14667078.45,4522906.75,-6470.06,fracture
14667168.25,4522904.21,-6458.98,fracture
14665697.37,4522919.23,-6452.05,fracture
14666354.33,4522920.13,-6470.77,fracture
14666722.4,4522923.72,-6456.04,fracture
14667819.14,4522941.81,-6443.87,fracture
14668005.84,4522932.35,-6474.55,fracture
